97.903302;1493.795148;0
93.076476;1495.105605;0
88.183254;1495.402191;0
83.066686;1491.688951;0
78.237030;1492.951428;0
73.350937;1493.199464;0
68.280876;1489.435706;0
63.406341;1489.651179;0
58.531127;1489.850700;0
53.655286;1490.034265;0
48.811586;1491.201338;0
43.931377;1491.353088;0
39.050698;1491.488868;0
34.055091;1486.609986;0
29.189986;1486.713471;0
24.324569;1486.801034;0
19.458891;1486.872675;0
14.593005;1486.928392;0
9.726962;1486.968186;0
97.903302;1493.795148;5
93.076476;1495.105605;5
88.183254;1495.402191;5
83.066686;1491.688951;5
78.237030;1492.951428;5
73.350937;1493.199464;5
68.464058;1493.431509;5
63.406341;1489.651179;5
58.531127;1489.850700;5
53.655286;1490.034265;5
48.811586;1491.201338;5
43.931377;1491.353088;5
39.050698;1491.488868;5
34.169600;1491.608675;5
29.288137;1491.712508;5
24.390001;1490.800499;5
19.511235;1490.872332;5
14.632260;1490.928200;5
9.726962;1486.968186;5
102.859879;1494.464401;10
97.903302;1493.795148;10
93.076476;1495.105605;10
87.947784;1491.409128;10
83.066686;1491.688951;10
78.237030;1492.951428;10
73.105616;1488.205486;10
68.280876;1489.435706;10
63.406341;1489.651179;10
58.531127;1489.850700;10
53.655286;1490.034265;10
48.811586;1491.201338;10
43.931377;1491.353088;10
39.050698;1491.488868;10
34.169600;1491.608675;10
29.288137;1491.712508;10
24.390001;1490.800499;10
19.511235;1490.872332;10
14.593005;1486.928392;10
9.726962;1486.968186;10
102.859879;1494.464401;15
97.903302;1493.795148;15
93.076476;1495.105605;15
87.947784;1491.409128;15
83.066686;1491.688951;15
78.237030;1492.951428;15
73.350937;1493.199464;15
68.280876;1489.435706;15
63.406341;1489.651179;15
58.531127;1489.850700;15
53.655286;1490.034265;15
48.811586;1491.201338;15
43.931377;1491.353088;15
39.050698;1491.488868;15
34.169600;1491.608675;15
29.288137;1491.712508;15
24.390001;1490.800499;15
19.511235;1490.872332;15
14.593005;1486.928392;15
9.726962;1486.968186;15
97.903302;1493.795148;20
93.076476;1495.105605;20
88.183254;1495.402191;20
83.066686;1491.688951;20
78.237030;1492.951428;20
73.350937;1493.199464;20
68.280876;1489.435706;20
63.406341;1489.651179;20
58.531127;1489.850700;20
53.655286;1490.034265;20
48.811586;1491.201338;20
43.931377;1491.353088;20
39.050698;1491.488868;20
34.169600;1491.608675;20
29.288137;1491.712508;20
24.390001;1490.800499;20
19.511235;1490.872332;20
14.593005;1486.928392;20
9.726962;1486.968186;20
93.076476;1495.105605;25
88.183254;1495.402191;25
83.066686;1491.688951;25
78.237030;1492.951428;25
73.350937;1493.199464;25
68.464058;1493.431509;25
63.406341;1489.651179;25
58.531127;1489.850700;25
53.655286;1490.034265;25
48.811586;1491.201338;25
43.931377;1491.353088;25
39.050698;1491.488868;25
34.169600;1491.608675;25
29.189986;1486.713471;25
24.324569;1486.801034;25
19.458891;1486.872675;25
14.593005;1486.928392;25
9.726962;1486.968186;25
97.903302;1493.795148;30
93.076476;1495.105605;30
88.183254;1495.402191;30
83.066686;1491.688951;30
78.237030;1492.951428;30
73.350937;1493.199464;30
68.464058;1493.431509;30
63.576445;1493.647561;30
58.531127;1489.850700;30
53.655286;1490.034265;30
48.811586;1491.201338;30
43.931377;1491.353088;30
39.050698;1491.488868;30
34.169600;1491.608675;30
29.288137;1491.712508;30
24.390001;1490.800499;30
19.511235;1490.872332;30
14.593005;1486.928392;30
9.726962;1486.968186;30
97.903302;1493.795148;35
93.076476;1495.105605;35
88.183254;1495.402191;35
83.289087;1495.682763;35
78.237030;1492.951428;35
73.350937;1493.199464;35
68.464058;1493.431509;35
63.576445;1493.647561;35
58.531127;1489.850700;35
53.655286;1490.034265;35
48.811586;1491.201338;35
43.931377;1491.353088;35
39.050698;1491.488868;35
34.169600;1491.608675;35
29.288137;1491.712508;35
24.390001;1490.800499;35
19.511235;1490.872332;35
14.593005;1486.928392;35
9.726962;1486.968186;35
107.678024;1493.122380;40
102.859879;1494.464401;40
97.903302;1493.795148;40
93.076476;1495.105605;40
87.947784;1491.409128;40
83.066686;1491.688951;40
78.237030;1492.951428;40
73.350937;1493.199464;40
68.464058;1493.431509;40
63.406341;1489.651179;40
58.531127;1489.850700;40
53.655286;1490.034265;40
48.811586;1491.201338;40
43.931377;1491.353088;40
39.050698;1491.488868;40
34.169600;1491.608675;40
